contact_id,event_topic,event_format,event_price,booked
C0416,Supply Chain,Congress,790,0
C0416,Project Management,Seminar,650,0
C0416,HR Management,Workshop,990,1
C0417,Legal & Compliance,Congress,299,0
C0417,IT & Digitalisation,Congress,490,0
C0417,Leadership,Seminar,1100,0
C0417,Project Management,Workshop,650,0
C0417,Legal & Compliance,Workshop,990,0
C0417,HR Management,E-Learning,490,0
C0417,HR Management,Seminar,650,0
C0417,HR Management,Workshop,1100,0
C0418,Supply Chain,Workshop,650,0
C0418,Leadership,Workshop,650,1
C0418,Marketing,Seminar,790,0
C0418,Project Management,Seminar,1290,1
C0418,IT & Digitalisation,Workshop,1100,0
C0418,HR Management,E-Learning,1100,0
C0418,Finance,Seminar,490,0
C0419,HR Management,Congress,890,0
C0419,SAP S/4HANA,Seminar,490,0
C0419,Logistics,Seminar,890,0
C0419,SAP S/4HANA,Congress,299,0
C0419,Finance,Seminar,299,1
C0419,HR Management,Seminar,990,1
C0419,Finance,Seminar,990,0
C0419,Marketing,Congress,990,0
C0419,IT & Digitalisation,Congress,490,0
C0419,Marketing,Seminar,1490,1
C0419,HR Management,Workshop,1290,0
C0422,Project Management,E-Learning,1290,0
C0422,IT & Digitalisation,E-Learning,990,0
C0422,HR Management,Workshop,790,0
C0422,Logistics,Seminar,650,0
C0422,Leadership,Seminar,650,0
C0423,Leadership,Workshop,990,0
C0423,Finance,Congress,490,0
C0423,Logistics,E-Learning,990,0
C0424,Finance,Workshop,890,0
C0424,Project Management,Seminar,1290,0
C0424,IT & Digitalisation,E-Learning,1100,0
C0424,Logistics,Congress,1290,1
C0424,SAP S/4HANA,E-Learning,990,1
C0424,Marketing,Workshop,890,0
C0424,Logistics,Seminar,790,0
C0425,Marketing,Congress,1100,0
C0426,Leadership,E-Learning,1290,0
C0426,SAP S/4HANA,Workshop,490,0
C0426,Project Management,Seminar,1100,1
C0426,Supply Chain,Workshop,990,0
C0427,Supply Chain,Workshop,490,0
C0427,Legal & Compliance,Seminar,1490,0
C0427,Legal & Compliance,Congress,790,0
C0427,Logistics,Seminar,1100,0
C0428,Supply Chain,Seminar,790,0
C0428,Marketing,E-Learning,890,0
C0428,Leadership,Congress,490,0
C0428,Marketing,Seminar,890,0
C0428,Marketing,Congress,890,0
C0428,HR Management,Seminar,1100,0
C0428,Finance,Congress,790,0
C0428,Marketing,Workshop,1290,0
C0428,Marketing,E-Learning,1100,0
C0428,SAP S/4HANA,Congress,490,0
C0429,Project Management,Workshop,650,0
C0429,IT & Digitalisation,Seminar,1100,0
C0430,Project Management,Workshop,490,0
C0430,Supply Chain,Congress,1100,0
C0431,IT & Digitalisation,Congress,790,0
C0431,IT & Digitalisation,E-Learning,299,0
C0431,Finance,Seminar,1290,0
C0431,Marketing,Workshop,990,0
C0431,SAP S/4HANA,Workshop,1490,0
C0431,Leadership,Congress,1290,0
C0431,IT & Digitalisation,Congress,1490,0
C0431,SAP S/4HANA,Workshop,1100,0
C0431,Marketing,E-Learning,490,0
C0431,Leadership,Seminar,299,0
C0431,Leadership,Workshop,1490,0
C0432,Finance,Workshop,790,0
C0433,Leadership,Congress,1290,0
C0433,IT & Digitalisation,Workshop,1100,0
C0433,HR Management,E-Learning,790,0
C0433,Finance,E-Learning,890,1
C0433,Supply Chain,Seminar,1100,0
C0433,HR Management,Seminar,650,0
C0433,SAP S/4HANA,E-Learning,990,0
C0433,Logistics,Workshop,790,1
C0434,HR Management,Workshop,650,0
C0434,Project Management,Workshop,990,0
C0434,Marketing,Congress,490,0
C0434,SAP S/4HANA,Seminar,1100,0
C0434,SAP S/4HANA,Congress,990,0
C0434,Leadership,Seminar,299,0
C0434,HR Management,Congress,299,0
C0434,Logistics,Workshop,299,0
C0434,Legal & Compliance,E-Learning,650,0
C0434,Supply Chain,E-Learning,790,0
C0435,Finance,Seminar,650,0
C0435,Logistics,Seminar,490,0
C0435,Logistics,Seminar,490,0
C0435,Finance,E-Learning,650,1
C0435,Leadership,Workshop,990,0
C0435,Marketing,Seminar,1290,0
C0435,Marketing,Seminar,1290,0
C0435,Supply Chain,Workshop,1100,0
C0435,Legal & Compliance,Congress,650,0
C0435,HR Management,Congress,299,0
C0435,IT & Digitalisation,E-Learning,1290,0
C0436,Leadership,Congress,299,0
C0436,SAP S/4HANA,Congress,790,0
C0436,Leadership,Congress,299,0
C0436,Project Management,Congress,490,0
C0436,Finance,E-Learning,1290,0
C0436,Leadership,E-Learning,1490,0
C0436,Legal & Compliance,Workshop,1100,0
C0436,Supply Chain,E-Learning,650,0
C0436,Finance,Workshop,490,0
C0436,Project Management,Congress,1290,0
C0437,IT & Digitalisation,Seminar,1100,1
C0437,Supply Chain,E-Learning,990,1
C0437,Legal & Compliance,Congress,299,0
C0437,Logistics,Workshop,890,0
C0437,Marketing,Seminar,490,0
C0437,IT & Digitalisation,Workshop,650,0
C0437,Supply Chain,Seminar,790,0
C0437,IT & Digitalisation,Congress,990,1
C0438,IT & Digitalisation,Congress,1290,1
C0438,Supply Chain,Seminar,1100,0
C0438,Logistics,Congress,1490,0
C0438,Leadership,E-Learning,490,0
C0438,Marketing,E-Learning,990,0
C0438,Supply Chain,Seminar,1290,0
C0439,Leadership,Seminar,1290,0
C0439,Logistics,E-Learning,1100,0
C0439,Logistics,Seminar,890,0
C0439,Logistics,Seminar,1290,0
C0440,SAP S/4HANA,Seminar,990,0
C0440,Leadership,Workshop,490,0
C0440,Finance,E-Learning,990,0
C0440,Marketing,Seminar,1490,0
C0440,Legal & Compliance,Seminar,1100,1
C0440,Legal & Compliance,Workshop,490,1
C0440,Logistics,Seminar,299,1
C0440,HR Management,Seminar,650,0
C0441,Project Management,Seminar,790,0
C0441,SAP S/4HANA,Seminar,299,0
C0441,HR Management,Seminar,299,0
C0441,Leadership,E-Learning,990,0
C0442,Logistics,Workshop,490,0
C0442,IT & Digitalisation,Congress,1100,0
C0442,Leadership,Congress,1290,0
C0442,Finance,E-Learning,1290,1
C0442,Leadership,E-Learning,890,0
C0442,IT & Digitalisation,Congress,790,1
C0442,Leadership,Workshop,299,0
C0442,HR Management,Congress,1290,0
C0443,IT & Digitalisation,Congress,1490,0
C0443,Finance,Workshop,650,0
C0443,Project Management,Congress,990,0
C0443,Legal & Compliance,Congress,1100,0
C0443,Leadership,E-Learning,1100,0
C0444,Project Management,Workshop,490,0
C0444,Supply Chain,Seminar,1290,0
C0445,SAP S/4HANA,Workshop,990,1
C0445,Leadership,Seminar,990,0
C0445,Supply Chain,Congress,1100,0
C0445,SAP S/4HANA,E-Learning,299,0
C0445,Finance,E-Learning,490,0
C0445,Marketing,Workshop,790,0
C0445,Supply Chain,Workshop,650,0
C0446,SAP S/4HANA,Workshop,490,0
C0446,Supply Chain,Seminar,790,0
C0446,HR Management,Seminar,890,0
C0446,Leadership,Seminar,890,0
C0446,Logistics,Workshop,1100,0
C0446,Leadership,Congress,890,1
C0446,Supply Chain,Congress,790,0
C0446,Finance,E-Learning,299,0
C0446,Project Management,Workshop,890,0
C0446,Project Management,E-Learning,490,0
C0446,Project Management,E-Learning,1290,1
C0447,IT & Digitalisation,Seminar,650,0
C0447,Leadership,Congress,299,0
C0448,Legal & Compliance,Congress,1290,0
C0448,HR Management,Seminar,890,0
C0448,SAP S/4HANA,Congress,650,0
C0448,Leadership,E-Learning,990,0
C0448,Legal & Compliance,E-Learning,1490,0
C0449,Legal & Compliance,Seminar,990,1
C0449,IT & Digitalisation,Workshop,490,0
C0449,SAP S/4HANA,Seminar,650,0
C0449,Supply Chain,Congress,990,0
C0449,HR Management,Congress,1100,0
C0450,Marketing,Seminar,890,0
C0450,SAP S/4HANA,Congress,890,0
C0450,IT & Digitalisation,Workshop,1100,1
C0450,Finance,Congress,299,0
C0450,Logistics,Seminar,1100,0
C0450,Logistics,E-Learning,890,0
C0450,HR Management,Workshop,650,0
C0451,Logistics,Congress,890,0
C0452,HR Management,Workshop,299,0
C0453,HR Management,Workshop,890,0
C0453,Marketing,E-Learning,299,0
C0453,Finance,Congress,990,1
C0453,SAP S/4HANA,Congress,490,0
C0453,Project Management,Congress,1100,1
C0453,Finance,Congress,299,0
C0453,IT & Digitalisation,Congress,1100,0
C0453,Marketing,Seminar,890,1
C0454,Logistics,Workshop,990,0
C0455,Marketing,Congress,890,0
C0455,Leadership,E-Learning,1290,0
C0455,Marketing,Workshop,490,0
C0455,SAP S/4HANA,Workshop,990,1
C0455,Legal & Compliance,E-Learning,1100,0
C0456,HR Management,Seminar,1100,0
C0456,Project Management,E-Learning,790,0
C0457,HR Management,Workshop,650,0
C0457,HR Management,Workshop,1490,0
C0457,HR Management,Seminar,299,0
C0459,IT & Digitalisation,Seminar,490,0
C0459,Supply Chain,Congress,1490,0
C0459,Project Management,Congress,650,1
C0459,Finance,Seminar,1290,0
C0459,Leadership,Seminar,299,0
C0461,Legal & Compliance,Seminar,1490,0
C0461,Marketing,Seminar,490,0
C0461,Marketing,Workshop,650,1
C0461,SAP S/4HANA,E-Learning,1290,1
C0461,Marketing,Congress,299,0
C0461,Project Management,Congress,650,0
C0461,Legal & Compliance,Workshop,890,0
C0461,Leadership,Workshop,990,0
C0461,Marketing,Workshop,490,0
C0461,Marketing,Workshop,650,0
C0461,Finance,Workshop,490,0
C0462,HR Management,Workshop,299,0
C0462,Project Management,Workshop,1290,0
C0462,HR Management,Congress,990,0
C0462,IT & Digitalisation,Workshop,1490,1
C0463,Logistics,E-Learning,1290,0
C0463,Finance,E-Learning,1100,0
C0463,Legal & Compliance,Workshop,1290,0
C0463,Logistics,E-Learning,650,0
C0463,Logistics,E-Learning,1100,0
C0464,Supply Chain,Seminar,490,0
C0464,Legal & Compliance,E-Learning,790,1
C0465,Marketing,Seminar,299,0
C0465,Leadership,Seminar,490,0
C0465,IT & Digitalisation,Seminar,650,0
C0465,Leadership,Workshop,1100,0
C0465,Logistics,Congress,790,0
C0465,Legal & Compliance,Workshop,890,0
C0465,Supply Chain,Congress,1100,0
C0465,Leadership,Seminar,490,0
C0466,IT & Digitalisation,Workshop,1490,0
C0466,IT & Digitalisation,Congress,1490,0
C0466,Supply Chain,Congress,1290,0
C0467,Leadership,Workshop,1100,0
C0467,Leadership,Seminar,650,0
C0467,Leadership,Seminar,1290,0
C0467,HR Management,E-Learning,299,0
C0467,Finance,E-Learning,1100,1
C0467,Leadership,Congress,890,0
C0467,SAP S/4HANA,Congress,1490,0
C0469,Finance,Seminar,299,1
C0469,Marketing,E-Learning,790,1
C0469,HR Management,Congress,790,0
C0471,IT & Digitalisation,Seminar,1100,0
C0471,SAP S/4HANA,Workshop,650,0
C0471,HR Management,Seminar,299,1
C0471,SAP S/4HANA,Congress,990,0
C0471,Legal & Compliance,E-Learning,790,0
C0472,SAP S/4HANA,Workshop,299,0
C0472,HR Management,Workshop,1100,1
C0472,Marketing,Workshop,1490,0
C0472,Leadership,Workshop,490,0
C0472,IT & Digitalisation,Congress,990,0
C0473,Leadership,Seminar,790,0
C0473,SAP S/4HANA,Seminar,299,0
C0473,HR Management,Seminar,299,1
C0473,Legal & Compliance,Congress,890,0
C0473,IT & Digitalisation,E-Learning,790,0
C0474,Legal & Compliance,Seminar,490,0
C0474,Finance,Congress,1290,0
C0474,Supply Chain,Workshop,890,0
C0474,SAP S/4HANA,E-Learning,790,0
C0474,IT & Digitalisation,Seminar,299,0
C0474,Marketing,Workshop,890,0
C0474,Supply Chain,Congress,1490,0
C0474,Finance,Congress,490,0
C0474,Project Management,Seminar,790,1
C0474,Legal & Compliance,Seminar,299,0
C0474,HR Management,E-Learning,890,0
C0475,Finance,Workshop,1290,0
C0475,Marketing,Workshop,1290,1
C0475,Supply Chain,Congress,1100,0
C0475,Marketing,Seminar,890,0
C0476,Logistics,E-Learning,890,0
C0476,HR Management,E-Learning,1100,0
C0476,HR Management,Seminar,1490,0
C0476,Finance,Workshop,1100,0
C0476,Project Management,Workshop,1290,0
C0476,Project Management,Seminar,890,0
C0476,Leadership,Congress,1490,0
C0476,IT & Digitalisation,Workshop,299,0
C0476,IT & Digitalisation,E-Learning,890,0
C0477,Finance,Congress,1290,0
C0477,HR Management,Workshop,299,0
C0477,HR Management,E-Learning,1290,0
C0477,Marketing,Seminar,490,0
C0477,Logistics,E-Learning,490,0
C0477,Project Management,E-Learning,890,1
C0477,Legal & Compliance,Congress,790,0
C0478,Supply Chain,Seminar,299,0
C0479,HR Management,Congress,299,0
C0479,Finance,Seminar,990,1
C0479,Logistics,Congress,990,0
C0479,Leadership,Workshop,490,0
C0479,Supply Chain,Congress,990,0
C0479,Marketing,Seminar,1100,0
C0479,Project Management,Seminar,990,0
C0479,IT & Digitalisation,Workshop,990,0
C0479,Finance,Seminar,650,1
C0479,HR Management,E-Learning,650,0
C0479,Leadership,Congress,990,0
C0480,Project Management,Workshop,490,0
C0480,Supply Chain,Workshop,1490,0
C0480,SAP S/4HANA,Seminar,1290,0
C0480,IT & Digitalisation,E-Learning,790,0
C0480,Supply Chain,E-Learning,790,0
C0480,Supply Chain,Workshop,990,0
C0480,Supply Chain,Workshop,1100,0
C0480,Leadership,E-Learning,1490,0
C0480,IT & Digitalisation,Workshop,790,0
C0480,Marketing,Congress,650,0
C0480,Marketing,Congress,890,0
C0481,Leadership,Workshop,1100,0
C0481,Logistics,Workshop,790,0
C0481,Legal & Compliance,Seminar,650,0
C0482,Leadership,Congress,299,0
C0482,HR Management,Congress,490,0
C0482,SAP S/4HANA,Workshop,1100,0
C0482,Project Management,Workshop,1490,0
C0482,Finance,Seminar,990,0
C0482,Logistics,Seminar,299,1
C0482,IT & Digitalisation,Workshop,1100,0
C0482,Marketing,E-Learning,1290,0
C0483,Project Management,Seminar,990,0
C0484,Project Management,E-Learning,490,0
C0484,Finance,Workshop,990,1
C0484,Logistics,Workshop,890,1
C0484,Marketing,E-Learning,650,0
C0484,HR Management,Congress,1100,0
C0484,Logistics,E-Learning,490,0
C0484,Finance,Congress,490,0
C0484,Finance,Workshop,1290,1
C0484,Project Management,E-Learning,890,0
C0485,Leadership,Congress,1490,1
C0485,HR Management,Seminar,1490,1
C0485,HR Management,Workshop,299,0
C0485,Supply Chain,E-Learning,1100,0
C0485,SAP S/4HANA,Congress,1290,0
C0485,Leadership,Seminar,1290,0
C0485,Legal & Compliance,E-Learning,490,0
C0486,Leadership,Congress,490,1
C0486,Project Management,E-Learning,890,0
C0486,SAP S/4HANA,Seminar,990,0
C0486,Marketing,Seminar,1490,0
C0486,Supply Chain,Seminar,299,0
C0487,Supply Chain,Congress,890,0
C0487,Project Management,Workshop,650,0
C0487,Finance,Congress,790,0
C0487,SAP S/4HANA,Congress,299,1
C0487,Leadership,Workshop,1490,0
C0487,Project Management,Seminar,1100,1
C0487,Logistics,Workshop,790,1
C0487,Legal & Compliance,Congress,890,0
C0488,Marketing,E-Learning,1490,0
C0488,Finance,Seminar,790,0
C0488,Finance,Workshop,1290,0
C0488,Supply Chain,Workshop,490,0
C0488,Legal & Compliance,E-Learning,490,0
C0488,Marketing,Congress,1290,0
C0488,Logistics,Workshop,790,0
C0488,Finance,E-Learning,1490,0
C0488,Marketing,Seminar,1490,0
C0488,Finance,E-Learning,1100,0
C0489,Finance,Seminar,890,0
C0489,Supply Chain,E-Learning,299,0
C0489,Legal & Compliance,Workshop,790,0
C0489,SAP S/4HANA,Congress,490,0
C0489,Project Management,Seminar,299,0
C0489,Leadership,E-Learning,990,1
C0489,HR Management,Congress,990,1
C0489,Project Management,Workshop,790,0
C0489,Project Management,E-Learning,990,0
C0489,Supply Chain,Congress,299,0
C0490,SAP S/4HANA,Workshop,1290,1
C0490,Project Management,E-Learning,890,0
C0490,Supply Chain,Congress,299,0
C0490,Leadership,Workshop,1100,0
C0490,Finance,Seminar,490,0
C0490,SAP S/4HANA,Workshop,299,0
C0490,SAP S/4HANA,Congress,490,0
C0490,Supply Chain,E-Learning,990,0
C0490,SAP S/4HANA,Seminar,890,0
C0490,Legal & Compliance,Congress,490,1
C0491,Finance,Workshop,490,0
C0491,Marketing,E-Learning,1290,0
C0491,SAP S/4HANA,Congress,1100,0
C0492,SAP S/4HANA,Seminar,1290,0
C0492,Logistics,Seminar,1100,0
C0493,Logistics,Seminar,890,0
C0493,Project Management,Seminar,490,0
C0493,Supply Chain,Workshop,790,0
C0493,Project Management,Workshop,1290,0
C0493,HR Management,Workshop,890,0
C0493,Finance,E-Learning,650,0
C0495,SAP S/4HANA,Workshop,1490,0
C0496,Legal & Compliance,Workshop,1490,0
C0496,Leadership,Workshop,490,0
C0496,Project Management,Seminar,650,0
C0498,Legal & Compliance,Congress,1490,0
C0498,Project Management,Workshop,1100,0
C0498,Finance,Seminar,1100,1
C0498,Finance,E-Learning,990,0
C0498,Project Management,E-Learning,1490,0
C0498,Logistics,E-Learning,1490,0
C0498,Legal & Compliance,Workshop,790,0
C0498,Project Management,Congress,1490,0
C0498,HR Management,E-Learning,1100,0
C0499,HR Management,E-Learning,790,0
C0499,Leadership,Workshop,990,0
C0499,HR Management,Workshop,650,0
C0499,IT & Digitalisation,Congress,990,0
C0499,Supply Chain,E-Learning,890,0
C0499,Logistics,E-Learning,990,0
C0499,Finance,Congress,490,0
C0499,Leadership,Congress,890,0
C0500,Project Management,Workshop,990,0
C0500,Logistics,Workshop,790,0
C0500,HR Management,Congress,790,0
C0500,Logistics,Congress,650,0
C0500,Legal & Compliance,Seminar,990,0
C0500,HR Management,Congress,1490,0
